account_name,url,caption,caption_length,likes,comments,post_date,day_of_week,hour_of_day,is_night_post,is_special_date,media_type,num_hashtags,num_mentions,num_emojis,has_question,has_call_to_action,followers,followees,engagement_ratio,comment_like_ratio,caption_sentiment,num_exclamations,hashtag_ratio,topic,readability,num_positive_words,num_negative_words,account_name,url,caption,caption_length,likes,comments,post_date,day_of_week,hour_of_day,is_night_post,is_special_date,media_type,num_hashtags,num_mentions,num_emojis,has_question,has_call_to_action,followers,followees,engagement_ratio,comment_like_ratio,caption_sentiment,num_exclamations,hashtag_ratio,topic,readability,num_positive_words,num_negative_words,account_name.1,url.1,caption.1,caption_length.1,likes.1,comments.1,post_date.1,day_of_week.1,hour_of_day.1,is_night_post.1,is_special_date.1,media_type.1,num_hashtags.1,num_mentions.1,num_emojis.1,has_question.1,has_call_to_action.1,followers.1,followees.1,engagement_ratio.1,comment_like_ratio.1,caption_sentiment.1,num_exclamations.1,hashtag_ratio.1,topic.1,readability.1,num_positive_words.1,num_negative_words.1,claridad,originalidad,emocion,interaccion,redaccion_viral,valor
3inaspain,https://www.instagram.com/3inaspain/reel/DItfpnRioS0/,"Un lip combo que irá de generación en generación 💅🏽

#3INA #3INASpain #3INA254 #lipcombo",88,307,15,2025-04-21T13:54:41.000Z,Monday,13,False,False,reel,4,0,2,False,False,318000,1377,0.001,0.0489,neutro,0,0.2857,otro,43.96,0,0,3inaspain,https://www.instagram.com/3inaspain/reel/DItfpnRioS0/,"Un lip combo que irá de generación en generación 💅🏽

#3INA #3INASpain #3INA254 #lipcombo",88.0,307.0,15.0,2025-04-21T13:54:41.000Z,Monday,13.0,False,False,reel,4.0,0.0,2.0,False,False,318000.0,1377.0,0.001,0.0489,neutro,0.0,0.2857,otro,43.96,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,6,7,6,7
3inaspain,https://www.instagram.com/3inaspain/reel/DIlryXwCcT6/,"¿Un total look con un solo producto? Siempre SÍ con un The No-Rules Powder 🔥

Ideal para llevarte de viaje este puente y ahorrar espacio en tu neceser 🚀

🫶🏻 @makeupbypabblo 

#3INA #3INASpain #3INANoRules #makeup #maquillaje",224,353,12,2025-04-18T13:00:00.000Z,Friday,13,False,False,reel,5,1,3,True,False,318000,1377,0.0011,0.034,positivo,0,0.1389,otro,33.71,0,0,3inaspain,https://www.instagram.com/3inaspain/reel/DIlryXwCcT6/,"¿Un total look con un solo producto? Siempre SÍ con un The No-Rules Powder 🔥

Ideal para llevarte de viaje este puente y ahorrar espacio en tu neceser 🚀

🫶🏻 @makeupbypabblo 

#3INA #3INASpain #3INANoRules #makeup #maquillaje",224.0,353.0,12.0,2025-04-18T13:00:00.000Z,Friday,13.0,False,False,reel,5.0,1.0,3.0,True,False,318000.0,1377.0,0.0011,0.034,positivo,0.0,0.1389,otro,33.71,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,7,7,6,8
3inaspain,https://www.instagram.com/3inaspain/reel/DIjDoMvCnaE/,"La Colour Box de abril viene bien colorida para celebrar la primavera 🌈

💙 The Color Pen Eyeliner 850
🧡 The No-Rules Cream 232
🤎 The Longwear Lipstick 114

Y todo esto a casi la mitad de precio y sin gastos de envío 🫶🏻

#3INA #3INASpain #colourbox #suscripcion #makeup #maquillaje",280,237,17,2025-04-17T11:40:48.000Z,Thursday,11,False,False,reel,6,0,3,False,False,318000,1377,0.0008,0.0717,neutro,0,0.12,otro,20.16,0,0,3inaspain,https://www.instagram.com/3inaspain/reel/DIjDoMvCnaE/,"La Colour Box de abril viene bien colorida para celebrar la primavera 🌈

💙 The Color Pen Eyeliner 850
🧡 The No-Rules Cream 232
🤎 The Longwear Lipstick 114

Y todo esto a casi la mitad de precio y sin gastos de envío 🫶🏻

#3INA #3INASpain #colourbox #suscripcion #makeup #maquillaje",280.0,237.0,17.0,2025-04-17T11:40:48.000Z,Thursday,11.0,False,False,reel,6.0,0.0,3.0,False,False,318000.0,1377.0,0.0008,0.0717,neutro,0.0,0.12,otro,20.16,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,7,7,5,9
3inaspain,https://www.instagram.com/3inaspain/reel/DIgiNflinSv/,"¿Maquillaje to-go? Para eso son nuestros Minis 🔥

¿Cuál es ese Mini que iría contigo a cualquier parte? 🧐✨🫶🏻

💅🏽 @cireniaglezzr 

#3INA #3INASpain #3INAMinis #minis #makeup",172,326,17,2025-04-16T13:00:00.000Z,Wednesday,13,False,False,reel,5,1,4,True,False,318000,1377,0.0011,0.0521,neutro,0,0.1923,otro,37.0,0,0,3inaspain,https://www.instagram.com/3inaspain/reel/DIgiNflinSv/,"¿Maquillaje to-go? Para eso son nuestros Minis 🔥

¿Cuál es ese Mini que iría contigo a cualquier parte? 🧐✨🫶🏻

💅🏽 @cireniaglezzr 

#3INA #3INASpain #3INAMinis #minis #makeup",172.0,326.0,17.0,2025-04-16T13:00:00.000Z,Wednesday,13.0,False,False,reel,5.0,1.0,4.0,True,False,318000.0,1377.0,0.0011,0.0521,neutro,0.0,0.1923,otro,37.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,7,9,7,8
3inaspain,https://www.instagram.com/3inaspain/reel/DIdyGIwCpZl/,"Tus esenciales on-the-go 💅🏽🚗💄

Misma fórmula, tamaño Mini 🤏🥹 Perfectos para viajes, retocar tu look en cualquier momento o lo que necesites 💗

#3INA #3INASpain #3INAMinis #makeup #mini",184,314,12,2025-04-15T11:33:09.000Z,Tuesday,11,False,False,reel,5,0,5,False,False,318000,1377,0.001,0.0382,neutro,0,0.1786,otro,12.26,1,0,3inaspain,https://www.instagram.com/3inaspain/reel/DIdyGIwCpZl/,"Tus esenciales on-the-go 💅🏽🚗💄

Misma fórmula, tamaño Mini 🤏🥹 Perfectos para viajes, retocar tu look en cualquier momento o lo que necesites 💗

#3INA #3INASpain #3INAMinis #makeup #mini",184.0,314.0,12.0,2025-04-15T11:33:09.000Z,Tuesday,11.0,False,False,reel,5.0,0.0,5.0,False,False,318000.0,1377.0,0.001,0.0382,neutro,0.0,0.1786,otro,12.26,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,6,7,6,7
3inaspain,https://www.instagram.com/3inaspain/reel/DIZLQiLIl6C/,"Sin duda, un color MARAVILLOSO 🫶🏻 

Si queréis aprovechar tenéis de mi parte un 20% de descuento usando el código LOSCOLORESDELUNA20 🌸 

#3ina #maquillaje #makeup #254 #3inamakeup #ugcespaña #beautyugc #ugccontentcreator #ugcspain",230,332,27,2025-04-13T16:29:04.000Z,Sunday,16,False,False,reel,9,0,2,False,False,318000,1377,0.0011,0.0813,neutro,0,0.2903,promoción,14.03,1,0,3inaspain,https://www.instagram.com/3inaspain/reel/DIZLQiLIl6C/,"Sin duda, un color MARAVILLOSO 🫶🏻 

Si queréis aprovechar tenéis de mi parte un 20% de descuento usando el código LOSCOLORESDELUNA20 🌸 

#3ina #maquillaje #makeup #254 #3inamakeup #ugcespaña #beautyugc #ugccontentcreator #ugcspain",230.0,332.0,27.0,2025-04-13T16:29:04.000Z,Sunday,16.0,False,False,reel,9.0,0.0,2.0,False,False,318000.0,1377.0,0.0011,0.0813,neutro,0.0,0.2903,promoción,14.03,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,7,9,5,8
3inaspain,https://www.instagram.com/3inaspain/reel/DIYzz8ziJnc/,"Qué mejor forma de celebrar el Kissing Day que con un buen lip combo 💗 

¿Cuál es el tuyo que SIEMPRE recomiendas? 🔥

🛒 -20% en labios con el código KISSING2025 hasta hoy a las 23:59 👄

#3INA #3INASpain #kissingday",214,242,14,2025-04-13T13:00:00.000Z,Sunday,13,False,False,reel,3,0,4,True,False,318000,1377,0.0008,0.0579,neutro,0,0.075,otro,64.02,0,0,3inaspain,https://www.instagram.com/3inaspain/reel/DIYzz8ziJnc/,"Qué mejor forma de celebrar el Kissing Day que con un buen lip combo 💗 

¿Cuál es el tuyo que SIEMPRE recomiendas? 🔥

🛒 -20% en labios con el código KISSING2025 hasta hoy a las 23:59 👄

#3INA #3INASpain #kissingday",214.0,242.0,14.0,2025-04-13T13:00:00.000Z,Sunday,13.0,False,False,reel,3.0,0.0,4.0,True,False,318000.0,1377.0,0.0008,0.0579,neutro,0.0,0.075,otro,64.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,7,9,6,7
3inaspain,https://www.instagram.com/3inaspain/reel/DITqNbfCOYY/,"Un lip combo 254 para elevar tu look en menos de 30 segundos 🔥

@alejandrdiazz 💅🏽

#3INA #3INASpain #makeup #maquillaje #3INA254",128,435,12,2025-04-11T13:00:00.000Z,Friday,13,False,False,reel,5,1,3,False,False,318000,1377,0.0014,0.0276,neutro,0,0.2381,otro,27.26,0,0,3inaspain,https://www.instagram.com/3inaspain/reel/DITqNbfCOYY/,"Un lip combo 254 para elevar tu look en menos de 30 segundos 🔥

@alejandrdiazz 💅🏽

#3INA #3INASpain #makeup #maquillaje #3INA254",128.0,435.0,12.0,2025-04-11T13:00:00.000Z,Friday,13.0,False,False,reel,5.0,1.0,3.0,False,False,318000.0,1377.0,0.0014,0.0276,neutro,0.0,0.2381,otro,27.26,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,7,6,6,7
3inaspain,https://www.instagram.com/3inaspain/reel/DIRESYSieg5/,"¿Será la mezcla perfecta entre rosa y rojo? 🧐 ¿Será el bonito color rosa vintage? 🫢 

No lo sabemos. Lo que sí sabemos es que el 254 se está convirtiendo en un fenómeno y que va de boca en boca, reclutando a nuevos fans a una velocidad récord. Es un fenómeno de culto ✨💗🔥

#3INA #3INASpain #3INA254 #makeup #maquillaje",318,267,22,2025-04-10T12:50:00.000Z,Thursday,12,False,False,reel,5,0,2,True,False,318000,1377,0.0009,0.0824,neutro,0,0.0847,promoción,54.97,1,0,3inaspain,https://www.instagram.com/3inaspain/reel/DIRESYSieg5/,"¿Será la mezcla perfecta entre rosa y rojo? 🧐 ¿Será el bonito color rosa vintage? 🫢 

No lo sabemos. Lo que sí sabemos es que el 254 se está convirtiendo en un fenómeno y que va de boca en boca, reclutando a nuevos fans a una velocidad récord. Es un fenómeno de culto ✨💗🔥

#3INA #3INASpain #3INA254 #makeup #maquillaje",318.0,267.0,22.0,2025-04-10T12:50:00.000Z,Thursday,12.0,False,False,reel,5.0,0.0,2.0,True,False,318000.0,1377.0,0.0009,0.0824,neutro,0.0,0.0847,promoción,54.97,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,8,8,7,7
3inaspain,https://www.instagram.com/3inaspain/reel/DIOf2LIiNgg/,"¿Mate, semi mate o glowy? 👄🫶🏻✨

Nosotrxs no podemos quedarnos solo con uno, lo que sí sabemos es que el 254 es todo un culto 🔥

#3INA #3INASpain #3INA254 #labial #makeup #maquillaje",181,310,20,2025-04-09T12:54:42.000Z,Wednesday,12,False,False,reel,6,0,3,True,False,318000,1377,0.001,0.0645,neutro,0,0.1875,otro,61.89,0,0,3inaspain,https://www.instagram.com/3inaspain/reel/DIOf2LIiNgg/,"¿Mate, semi mate o glowy? 👄🫶🏻✨

Nosotrxs no podemos quedarnos solo con uno, lo que sí sabemos es que el 254 es todo un culto 🔥

#3INA #3INASpain #3INA254 #labial #makeup #maquillaje",181.0,310.0,20.0,2025-04-09T12:54:42.000Z,Wednesday,12.0,False,False,reel,6.0,0.0,3.0,True,False,318000.0,1377.0,0.001,0.0645,neutro,0.0,0.1875,otro,61.89,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,7,7,6,8
