account_name,url,caption,caption_length,likes,comments,post_date,day_of_week,hour_of_day,is_night_post,is_special_date,media_type,num_hashtags,num_mentions,num_emojis,has_question,has_call_to_action,followers,followees,engagement_ratio,comment_like_ratio,caption_sentiment,num_exclamations,hashtag_ratio,topic,readability,num_positive_words,num_negative_words
maybelline_es,https://www.instagram.com/maybelline_es/reel/DIv4Es7PQG8/,"Super Stay Teddy Tint está conquistando la ciudad... y tus labios💄💋

Su acabado mate aterciopelado es irresistible, su tinta ligera dura 12H y su textura suaaaaaave enamora. Nadie se le resiste😏

Si aún no lo tienes, cuidado... podría atraparte 👀💋

#TeddyTint  #Maquillaje #Makeup #Maybelline #Productosvirales",310,751,13,2025-04-22T12:00:24.000Z,Tuesday,12,False,False,reel,5,0,5,False,False,469000,620,0.0016,0.0173,positivo,0,0.1111,otro,38.01,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DIbRwn_MzHl/,"🚨 ALERTA: Un osito ha llegado a la ciudad… y está dejando morritos suaves por todos los rincones🧸💄

Dicen que ha escapado de un Super Stay Teddy Tint, dejando a su paso labios con 12H de color, un mate suaaaaave y 0 rastros en vasos, ropa o besos😏💋

¿Podrás seguirle la pista antes de que se agote? 🏃

#TeddyTint  #Maquillaje #Makeup #Maybelline #Productosvirales",363,913,19,2025-04-14T12:00:55.000Z,Monday,12,False,False,reel,5,0,5,True,False,469000,620,0.002,0.0208,positivo,0,0.0794,otro,38.58,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DIZdCPttLtA/,"WELCOME al club de los Teddy Lovers 🧸💄

Entre las calles de tu ciudad, besitos y un osito de peluche…  descubrimos tu nuevo favorito de labios: SUPER STAY TEDDY TINT ✨

12H de tinta ligera, 0 transferencias y súper suaaaaaaaave 💖

#TeddyTint  #Maquillaje #Makeup #Maybelline #Productosvirales",292,266,17,2025-04-13T19:00:55.000Z,Sunday,19,False,False,reel,5,0,2,False,False,469000,620,0.0006,0.0639,positivo,0,0.1087,promoción,15.63,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DIW4MPCP5EI/,"Dale la bienvenida a tu nueva obsesión de labios🧸

Se llama SUPER STAY TEDDY TINT y es el labial mate más suaaaaaaaaave 🤭 

Spoiler: Vas a enamorarte de sus 12 horas de tinta ligera y acabado modulable, ¡es taaaaaaan cremoso!

🧸🧸🧸🧸🧸🧸🧸

#TeddyTint  #Maquillaje #Makeup #Maybelline #Productosvirales",297,297,14,2025-04-12T19:00:24.000Z,Saturday,19,False,False,reel,5,0,0,False,False,469000,620,0.0007,0.0471,positivo,1,0.1087,otro,44.15,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DIWIHavpq6Y/,"Estás TEDDY, digo… ready, for it?

#TeddyTint  #Maquillaje #Makeup #Maybelline #Productosvirales",96,830,27,2025-04-12T12:00:14.000Z,Saturday,12,False,False,reel,5,0,0,True,False,469000,620,0.0018,0.0325,positivo,0,0.4545,otro,16.67,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DIUTZFFo13N/,"Literal, esa podrías ser tú 🤯
Solo te hace falta una idea, tu rollo… y la nueva  máscara de Maybelline NY, Colossal Bubble, que infla el 100% de tus pestañas 🤭 Participa en el #CastingMaybelline para poder ser nuestra nueva imagen junto a tus influs favs 💛🫧",257,234,7,2025-04-11T19:00:24.000Z,Friday,19,False,False,reel,1,0,1,False,False,469000,620,0.0005,0.0299,positivo,0,0.0213,otro,17.97,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DIOp_AvycjS/,"Bubble, la nueva máscara de pestañas de Maybelline NY, está a punto de llegar 🫧

Y con ella… ¡el #CastingMaybelline!

¿Te sientes en una burbuja? Normal…

Esto va a ser COLOSSAL 💥

STAY TUNED!

#MaybellineNY  #CastingMaybelline",227,220,23,2025-04-09T14:22:25.000Z,Wednesday,14,False,False,reel,3,0,1,True,False,469000,620,0.0005,0.1045,positivo,2,0.0833,otro,46.04,0,1
maybelline_es,https://www.instagram.com/maybelline_es/reel/DIL1J93P14d/,"Corre, salta, entrena… y sigue impecable por 30 HORAS ✨
Superstay Lumi Matte es la base que resiste el ritmo de tu vida: calor, agua, sudor…

 Su fórmula ligera como el aire se fija sin sentirse pesada y mantiene tu piel con un acabado mate luminoso todo el día ☀️🌙

¿El secreto? No hay truco, solo la base MÁS VIRAL del momento 😍🔥

#LumiMatte #Maybelline #productosvirales #makeup #maquillajelowcost",400,194,8,2025-04-08T12:07:05.000Z,Tuesday,12,False,False,reel,5,0,3,True,False,469000,620,0.0004,0.0412,negativo,0,0.0735,otro,29.38,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DIGraUGJeTh/,"Encuentra así tu tono ideal de la base más viral

Prueba este truco infalible para acertar con tu Superstay Lumi Matte:

🔎 Aplica un poco en la mandíbula y difumina
💛 Si tienes subtono cálido, elige tonos con base dorada
💗 Si tu subtono es frío, busca tonos con toques rosados
🤍 Si te queda bien de todo, eres neutral

Como está dispo en 12 tonos, ¡seguro que encuentras el que mejor va contigo! 💖

#LumiMatte #Maybelline #productosvirales #makeup #maquillajelowcost",466,311,6,2025-04-06T12:00:56.000Z,Sunday,12,False,False,reel,5,0,4,False,False,469000,620,0.0007,0.0193,negativo,1,0.0625,otro,28.9,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DIE2nbZOHz-/,"¡Todo el mundo está hablando de lo mucho que aguanta!

Superstay Lumi Matte es una garantía de piel mate luminosa sin brillos durante todo el día ⏰ Su fórmula se adhiere sin obstruir los poros, no transfiere y mantiene el equilibrio perfecto entre mate y luminoso ✨ Además, es resistente al agua y al sudor, por lo que ni el calor ni la humedad podrán con ella 💦

¡Es todo lo que estabas buscando en una base!

#LumiMatte #Maybelline #30HorasSinPreocupaciones #MaquillajeViral",476,132,2,2025-04-05T19:00:13.000Z,Saturday,19,False,False,reel,4,0,1,False,False,469000,620,0.0003,0.0152,negativo,2,0.0494,otro,34.02,1,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DIEGjrEqsGA/,"¡La base que se ha vuelto VIRAL en todo el mundo! 🌎✨

Si aún no has oído hablar de Superstay Lumi Matte, es momento de que eso cambie 🤭 Su fórmula ligera pero de alta cobertura deja un acabado mate luminoso que no se siente en la piel y dura hasta 30 horas 😍 Además, es resistente al agua, al sudor y al calor 💦. ¿El secreto de su éxito? No transfiere, es no comedogénica y apta para pieles sensibles. 

#LumiMatte #Maybelline #productosvirales #makeup #maquillajelowcost",471,267,2,2025-04-05T12:00:24.000Z,Saturday,12,False,False,reel,5,0,3,True,False,469000,620,0.0006,0.0075,negativo,1,0.0588,otro,50.44,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DICR1LPCyxt/,"¿Te preguntas por qué se ha vuelto tan viral? 🔍

Superstay Lumi Matte es LA base que todo el mundo está probando porque:

✅ No transfiere y se siente ligera
✅ Es no comedogénica: respeta la piel y no obstruye los poros
✅ Apta para pieles sensibles, jóvenes y maduras
✅ Disponible en 12 tonos

#LumiMatte #Maybelline #productosvirales #makeup #maquillajelowcost",360,160,0,2025-04-04T19:00:24.000Z,Friday,19,False,False,reel,5,0,1,True,False,469000,620,0.0003,0.0,negativo,0,0.0833,otro,42.02,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DIBhw27ixGn/,"¡EL HYPE ES REAL! 😱 Superstay Lumi Matte se ha hecho VIRAL porque lo tiene TODO:

✨ Acabado mate luminoso
💪 Hasta 30H sin retoques
💦 Resistente al agua, al sudor y al calor
🪶 Ligera como una pluma

Ya la has visto por todos lados… ahora es tu momento de probarla 💖

#LumiMatte #Maybelline #productosvirales #makeup #maquillajelowcost",333,334,3,2025-04-04T12:00:23.000Z,Friday,12,False,False,reel,5,0,4,False,False,469000,620,0.0007,0.009,positivo,1,0.0862,otro,30.77,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DH_tCG7piCb/,"Cejas suaves y rellenas 3, 2, 1… ⏳✨

¡Dale a tus cejas el efecto fluffy del que todes hablan con SUPERFLUFF! 

1️⃣ Prepara: Retira el exceso de producto del cepillo para un acabado natural 
2️⃣ Rellena: Aplica suavemente en las áreas dispersas con trazos ligeros 
3️⃣ Define y da volumen: Peina las cejas hacia arriba y hacia afuera para un efecto más esponjoso y enmarcado

¡Y listo, es súuuuper fácil!

#Superfluff  #Cejas #Brows  #Maybelline #productosvirales #makeup #maquillajelowcost",489,286,11,2025-04-03T19:00:33.000Z,Thursday,19,False,False,reel,7,0,0,False,False,469000,620,0.0006,0.0385,neutro,2,0.0909,otro,33.07,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DH9IVifOwoI/,"¿Qué son las FLUFFY BROWS y por que todo el mundo está hablando de ellas? 

Las cejas finas y súper definidas quedaron atrás. Ahora que se lleva son las fluffy brows: cejas esponjosas, naturales y con volumen🥰

Y el secreto para conseguirlas es…

 SUPER FLUFF, la nueva mousse voluminizadora para cejas de Maybelline NY ✨ Guarda este vídeo para utilizarlo como INSPO en tu próximo lookazo de brows 💖

#Superfluff  #Cejas #Brows  #Maybelline #productosvirales #makeup #maquillajelowcost",485,305,1,2025-04-02T19:01:16.000Z,Wednesday,19,False,False,reel,7,0,1,True,False,469000,620,0.0007,0.0033,neutro,0,0.0921,otro,35.46,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DH6jfOHoBnO/,"DEL LAMINADO AL FLUFFY LOOK: ASÍ EVOLUCIONAN LAS CEJAS 😊 

Primero fueron las cejas ultramarcadas, luego el laminado… y ahora el volumen ligero con textura natural 🤎  Confirmado por @gigihadid 

Y para ayudarte con las nuevas tendencias de cejas ha llegado SUPERFLUFF, la mousse voluminizadora que se funde con tus cejas para un efecto suave, relleno y SIN acartonamiento🔥

#Superfluff #Cejas #Brows  #Maybelline #productosvirales #makeup #maquillajelowcost",457,227,0,2025-04-01T19:00:56.000Z,Tuesday,19,False,False,reel,7,1,2,False,False,469000,620,0.0005,0.0,neutro,0,0.1061,otro,-19.39,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DH5zX6KN06F/,"Cejas con bien de volumen y cero peso 🤯 🤎

Ya está aquí tu nuevo best friend de cejas ➡️ SUPERFLUFF

Perfecto conseguir un lookazo de cejas suave y relleno🥰 ¿Las razones? 👇🏼

Aguanta hasta 16 horas
Sin rigidez y sin residuos
Es súper fácil de usar gracias a su cepillo aplicador
Se funde sobre tus cejas 
Disponible en 4 tonos diferentes 

#Superfluff #Cejas #Brows  #Maybelline #productosvirales #makeup #maquillajelowcost",423,343,6,2025-04-01T12:00:22.000Z,Tuesday,12,False,False,reel,7,0,2,True,False,469000,620,0.0007,0.0175,positivo,0,0.1014,promoción,33.28,1,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DH3-pqSt2oW/,"¡En primavera no pueden faltar los colores! 🌸
 Aprovecha esta temporada para darle un toque de color a tu mirada con SKY HIGH de MAYBELLINE NY✨

Disponible en un montón de  tonos para que te atrevas a combinar tus pestañas con tus looks favoritos😍🌿

¿Te animas con un tono atrevido o prefieres lo clásico?

El negro y el marrón siempre son un acierto, pero esta primavera, ¡es el momento perfecto para jugar con el color! 🌼💖 Mirad que bien quedan 🥰 

#SkyHigh #PestañasConAlturaYMásAllá #Maybelline #productosvirales #makeup #maquillajelowcost",543,323,8,2025-03-31T19:00:34.000Z,Monday,19,False,False,reel,6,0,5,True,False,469000,620,0.0007,0.0248,positivo,2,0.069,otro,39.48,1,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DH3OlhWpSg4/,"La colorimetría puede hacer que tus ojos resalten aún más 💚✨

Si tienes los ojos verdes, tenemos varios tonos de SKY HIGH que te van a dejar así 🤩 como el Plump Twilight o el Burgundhy Hace. Pero si te atreves, también puedes probar el nuevo Green Altitude, ¡porque queda increíble! 💚

¿Cuál es tu favorito? 

#SkyHigh #PestañasConAlturaYMásAllá #Maybelline #productosvirales #makeup #maquillajelowcost",402,588,15,2025-03-31T12:00:44.000Z,Monday,12,False,False,reel,6,0,2,True,False,469000,620,0.0013,0.0255,neutro,1,0.0968,promoción,57.08,1,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DH0pyszv-Ts/,"Elige el tono ideal para realzar tu mirada ✨
 ¿Sabías que el color de tu máscara de pestañas puede hacer que tus ojos resalten aún más? 💖

Por eso, la máscara más viral, Sky High, llega en varios tonos diseñados para potenciar tu mirada, sin importar el color de tus ojos 🥰 

Si buscas un look natural, los tonos marrón y negro son perfectos. Y si te atreves los más coloridos intensificarán tu tono natural 🥰

#SkyHigh #PestañasConAlturaYMásAllá #Maybelline #productosvirales #makeup #maquillajelowcost",503,252,0,2025-03-30T12:00:24.000Z,Sunday,12,False,False,reel,6,0,1,True,False,469000,620,0.0005,0.0,positivo,0,0.0732,otro,37.28,1,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DHtCRIatDs2/,"Deja de preguntarte lo que llevan en los labios las personas más 🔝

Porque se trata de Super Stay Matte Ink 💖 Y es el truco infalible de @naomiosaka para tener unos labios perfectos que le aguanten el ritmo y TODO lo que se proponga 😏

SuperStayMatteInk #16hdecolorfijo #Maquillaje #Makeup",289,105,5,2025-03-27T13:00:25.000Z,Thursday,13,False,False,reel,3,1,3,False,False,469000,620,0.0002,0.0476,positivo,0,0.06,otro,13.33,1,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DHbAw9kh8ep/,"Real que le ponen 5 ⭐️

Real que es Super Stay Matte Ink 🤭 El labial mate de larga duración ❤️ con el que  puedes hacer lo que quieras y comer lo que sea porque tus 💋 seguirán perfectos. 

Razones por las que lo amarás👇

✨Color ultrasaturado
✨16 horas de duración 
✨Aplicador de alta precisión
✨No se cuartea 
✨No te resaca los labios 
✨Disponible hasta en Mercadona",366,175,8,2025-03-20T13:01:07.000Z,Thursday,13,False,False,reel,0,0,2,False,False,469000,620,0.0004,0.0457,positivo,0,0.0,otro,58.03,1,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DHYb6JBuQqv/,"Hasta 12 horas de efecto WOW✨👑

Los Borradores Correctores de colores son una fantasía💖, han llegado para que podamos corregir las imperfecciones, camuflar ese granito que aparece de la nada y darle luz a nuestra piel 🫢

Los estamos amando 💖💖💖 Para un acabado increíble aplica el icónico borrador corrector 🥰

Comenta cuáles son tus favoritos 👇

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",455,308,14,2025-03-19T13:00:25.000Z,Wednesday,13,False,False,reel,9,0,6,False,True,469000,620,0.0007,0.0455,neutro,0,0.1364,otro,-18.47,1,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DGd9sHSBBjr/,"UNEXPECTED PARTY VOL. III WAS LIKE NY IN 2500 🚀🗽
THE LOOKS AT THE PARTY CAME STRAIGHT FROM THE FUTURE 👽
MAYBE IT'S THE FUTURE
MAYBE IT'S MAYBELLINE",147,266,11,2025-02-24T20:00:24.000Z,Monday,20,False,False,reel,0,0,3,False,False,469000,620,0.0006,0.0414,neutro,0,0.0,otro,73.25,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DGao4YFBXAL/,"Seguimos gozando con CLUB GRASA en nuestra UNEXPECTED PARTY VOL. III ⚡🎶 DJ Set curated by @nathypeluso 🔥 

MAYBE IT’S NATHY PELUSO MAYBE IT’S MAYBELLINE",152,233,14,2025-02-23T23:35:50.000Z,Sunday,23,True,False,reel,0,1,2,False,False,469000,620,0.0005,0.0601,neutro,0,0.0,otro,48.03,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DGVyLpJvIyk/,"The UNEXPECTED PARTY VOL. III ha sido ICONIC ⚡ 🗽 🚕

MAYBE IT’S THE FUTURE

MAYBE IT’S MAYBELLINE",96,373,23,2025-02-21T15:46:03.000Z,Friday,15,False,False,reel,0,0,2,False,False,469000,620,0.0008,0.0617,positivo,0,0.0,otro,46.94,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DGQVpg4pXWz/,"UNEXPECTED PARTY VOL. III is loading… ⚡

20.02.2025

MAYBE IT’S THE FUTURE
MAYBE IT’S MAYBELLINE",96,252,11,2025-02-19T13:00:26.000Z,Wednesday,13,False,False,reel,0,0,0,False,False,469000,620,0.0006,0.0437,neutro,0,0.0,otro,57.07,0,0
maybelline_es,https://www.instagram.com/maybelline_es/reel/DGN-Li_JJp3/,"UNEXPECTED PARTY VOL. III is about to drop 🗽

20.02.2025

MAYBE IT’S THE FUTURE
MAYBE IT’S MAYBELLINE",101,273,35,2025-02-18T14:56:51.000Z,Tuesday,14,False,False,reel,0,0,1,False,False,469000,620,0.0007,0.1282,neutro,0,0.0,otro,63.95,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DJbplJFO26K/,"¿Has probado ya Colossal Bubble?
Infla el 100% de tus pestañas sin apelmazarlas 🫧
💛 Volumen modulable
💛 Fórmula ligera
💛 Separación impecable
Cuéntanos: ¿cuál es tu truco favorito con la máscara? 👇

#ColossalBubble #Maquillaje #Pestañas #Makeup #Maybelline #Productosvirales",274,224,22,2025-05-09T12:00:12.000Z,Friday,12,False,False,foto,6,0,4,True,False,469000,620,0.0005,0.0982,positivo,0,0.1538,otro,23.64,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DJZEybJNkgb/,"Súper tip para tus pestañas 🫧

Aplica Colossal Bubble en forma de zigzag desde la raíz para separar mejor las pestañas y lograr un volumen más uniforme.

Es súper sencillo, pero el resultado es 😍😍😍😍😍😍😍😍

#ColossalBubble #Maquillaje #Pestañas #Makeup #Maybelline #Productosvirales",279,224,4,2025-05-08T12:00:12.000Z,Thursday,12,False,False,foto,6,0,8,False,False,469000,620,0.0005,0.0179,positivo,0,0.1463,otro,26.52,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DJRWZgaNE4I/,"El secreto para pestañas con infladas y con volumen 👇🏼

Hazte con Colossal Bubble💛
Sostén el cepillo peine inflador desde la raíz y peina hacia la punta 🫧
Repite hasta lograr tu look ideal, modulando la cantidad como tú prefieras 
¡Y listo!

#ColossalBubble #Maquillaje #Pestañas #Makeup #Maybelline #Productosvirales",317,174,3,2025-05-05T12:00:10.000Z,Monday,12,False,False,foto,6,0,3,False,False,469000,620,0.0004,0.0172,positivo,1,0.125,otro,29.0,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DJOxm90tRk_/,"NECESITAS  esta máscara de pestañas, pero todavía no lo sabes 🤭
Una vez la pruebes será... tu favorita, no tenemos duda 

Colossal Bubble infla, separa y te deja unas pestañas... ¡colosales! 😍

#ColossalBubble #Maquillaje #Pestañas #Makeup #Maybelline #Productosvirales",269,125,4,2025-05-04T12:00:12.000Z,Sunday,12,False,False,foto,6,0,1,False,False,469000,620,0.0003,0.032,positivo,1,0.1579,otro,34.86,0,0
