account_name,url,caption,caption_length,likes,comments,post_date,day_of_week,hour_of_day,is_night_post,is_special_date,media_type,num_hashtags,num_mentions,num_emojis,has_question,has_call_to_action,followers,followees,engagement_ratio,comment_like_ratio,caption_sentiment,num_exclamations,hashtag_ratio,topic,readability,num_positive_words,num_negative_words
3inaspain,https://www.instagram.com/3inaspain/reel/DItfpnRioS0/,"Un lip combo que irá de generación en generación 💅🏽

#3INA #3INASpain #3INA254 #lipcombo",88,307,15,2025-04-21T13:54:41.000Z,Monday,13,False,False,reel,4,0,2,False,False,318000,1377,0.001,0.0489,neutro,0,0.2857,otro,43.96,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DIlryXwCcT6/,"¿Un total look con un solo producto? Siempre SÍ con un The No-Rules Powder 🔥

Ideal para llevarte de viaje este puente y ahorrar espacio en tu neceser 🚀

🫶🏻 @makeupbypabblo 

#3INA #3INASpain #3INANoRules #makeup #maquillaje",224,353,12,2025-04-18T13:00:00.000Z,Friday,13,False,False,reel,5,1,3,True,False,318000,1377,0.0011,0.034,positivo,0,0.1389,otro,33.71,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DIjDoMvCnaE/,"La Colour Box de abril viene bien colorida para celebrar la primavera 🌈

💙 The Color Pen Eyeliner 850
🧡 The No-Rules Cream 232
🤎 The Longwear Lipstick 114

Y todo esto a casi la mitad de precio y sin gastos de envío 🫶🏻

#3INA #3INASpain #colourbox #suscripcion #makeup #maquillaje",280,237,17,2025-04-17T11:40:48.000Z,Thursday,11,False,False,reel,6,0,3,False,False,318000,1377,0.0008,0.0717,neutro,0,0.12,otro,20.16,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DIgiNflinSv/,"¿Maquillaje to-go? Para eso son nuestros Minis 🔥

¿Cuál es ese Mini que iría contigo a cualquier parte? 🧐✨🫶🏻

💅🏽 @cireniaglezzr 

#3INA #3INASpain #3INAMinis #minis #makeup",172,326,17,2025-04-16T13:00:00.000Z,Wednesday,13,False,False,reel,5,1,4,True,False,318000,1377,0.0011,0.0521,neutro,0,0.1923,otro,37.0,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DIdyGIwCpZl/,"Tus esenciales on-the-go 💅🏽🚗💄

Misma fórmula, tamaño Mini 🤏🥹 Perfectos para viajes, retocar tu look en cualquier momento o lo que necesites 💗

#3INA #3INASpain #3INAMinis #makeup #mini",184,314,12,2025-04-15T11:33:09.000Z,Tuesday,11,False,False,reel,5,0,5,False,False,318000,1377,0.001,0.0382,neutro,0,0.1786,otro,12.26,1,0
3inaspain,https://www.instagram.com/3inaspain/reel/DIZLQiLIl6C/,"Sin duda, un color MARAVILLOSO 🫶🏻 

Si queréis aprovechar tenéis de mi parte un 20% de descuento usando el código LOSCOLORESDELUNA20 🌸 

#3ina #maquillaje #makeup #254 #3inamakeup #ugcespaña #beautyugc #ugccontentcreator #ugcspain",230,332,27,2025-04-13T16:29:04.000Z,Sunday,16,False,False,reel,9,0,2,False,False,318000,1377,0.0011,0.0813,neutro,0,0.2903,promoción,14.03,1,0
3inaspain,https://www.instagram.com/3inaspain/reel/DIYzz8ziJnc/,"Qué mejor forma de celebrar el Kissing Day que con un buen lip combo 💗 

¿Cuál es el tuyo que SIEMPRE recomiendas? 🔥

🛒 -20% en labios con el código KISSING2025 hasta hoy a las 23:59 👄

#3INA #3INASpain #kissingday",214,242,14,2025-04-13T13:00:00.000Z,Sunday,13,False,False,reel,3,0,4,True,False,318000,1377,0.0008,0.0579,neutro,0,0.075,otro,64.02,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DITqNbfCOYY/,"Un lip combo 254 para elevar tu look en menos de 30 segundos 🔥

@alejandrdiazz 💅🏽

#3INA #3INASpain #makeup #maquillaje #3INA254",128,435,12,2025-04-11T13:00:00.000Z,Friday,13,False,False,reel,5,1,3,False,False,318000,1377,0.0014,0.0276,neutro,0,0.2381,otro,27.26,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DIRESYSieg5/,"¿Será la mezcla perfecta entre rosa y rojo? 🧐 ¿Será el bonito color rosa vintage? 🫢 

No lo sabemos. Lo que sí sabemos es que el 254 se está convirtiendo en un fenómeno y que va de boca en boca, reclutando a nuevos fans a una velocidad récord. Es un fenómeno de culto ✨💗🔥

#3INA #3INASpain #3INA254 #makeup #maquillaje",318,267,22,2025-04-10T12:50:00.000Z,Thursday,12,False,False,reel,5,0,2,True,False,318000,1377,0.0009,0.0824,neutro,0,0.0847,promoción,54.97,1,0
3inaspain,https://www.instagram.com/3inaspain/reel/DIOf2LIiNgg/,"¿Mate, semi mate o glowy? 👄🫶🏻✨

Nosotrxs no podemos quedarnos solo con uno, lo que sí sabemos es que el 254 es todo un culto 🔥

#3INA #3INASpain #3INA254 #labial #makeup #maquillaje",181,310,20,2025-04-09T12:54:42.000Z,Wednesday,12,False,False,reel,6,0,3,True,False,318000,1377,0.001,0.0645,neutro,0,0.1875,otro,61.89,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DIENdSeiQ-l/,"POV: no pagas más por facturar una maleta pero tienes los productos de makeup perfectos 💗

#3INA #3INASpain #minis #makeup #maquillaje",134,942,38,2025-04-05T13:00:00.000Z,Saturday,13,False,False,reel,5,0,1,False,False,318000,1377,0.0031,0.0403,neutro,0,0.2381,otro,25.8,1,1
3inaspain,https://www.instagram.com/3inaspain/reel/DH56Q5TiCYC/,"Un bronceado natural nunca ha sido tan easy ☀️

1️⃣Aplica unas gotas directamente sobre la piel limpia
2️⃣ Déjalo secar antes de continuar tu rutina de skincare para un bronceado perfecto y natural que se adapte a tu piel
3️⃣ Recuerda lavarte las manos después de la aplicación

#3INA #3INASpain  #3INATheTanEasy #gotasbronceadoras",331,267,19,2025-04-01T13:00:00.000Z,Tuesday,13,False,False,reel,4,0,0,False,False,318000,1377,0.0009,0.0712,positivo,0,0.0769,rutina,-0.86,1,0
3inaspain,https://www.instagram.com/3inaspain/reel/DHvnImDCfsu/,"💄✨ La Generación B también se maquilla. Y lo hace con propósito.

En 3INA, ser parte de la comunidad B Corp significa crear belleza con impacto positivo, cada día. 

🌍💪 Ya sea rompiendo estereotipos, trabajando junto a iniciativas que inspiran o desarrollando productos veganos y cruelty-free, demostramos que otra forma de hacer las cosas sí es posible.",354,292,22,2025-03-28T13:00:00.000Z,Friday,13,False,False,reel,0,0,3,False,False,318000,1377,0.001,0.0753,neutro,0,0.0,otro,46.75,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DHtF3fhCM4M/,"¿Un retoque con The No-Rules Powder? Cualquier sitio es bueno 🔥

@guillembodi 

📍 Disponible en Primor, Arenal, El Corte Inglés, Amazon y 3INA.COM (link en Bio)

#3INA #3INASpain #3INANoRules #makeup #maquillaje",211,412,8,2025-03-27T13:32:48.000Z,Thursday,13,False,False,reel,5,1,2,True,False,318000,1377,0.0013,0.0194,neutro,0,0.1613,otro,51.16,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DHoC2_mCbjw/,"¿Look completo con un producto? Es posible 🔥🫶🏻💗

Ah, y la brochita está de regalo en 3INA.COM por la compra de cualquier No-Rules 💅🏽

📍 Disponible en Primor, Arenal, El Corte Inglés, Amazon y 3INA.COM (link en Bio)

#3INA #3INASpain #3INANoRules #makeup #maquillaje",265,282,19,2025-03-25T14:31:11.000Z,Tuesday,14,False,False,reel,5,0,6,True,False,318000,1377,0.0009,0.0674,neutro,0,0.1163,otro,50.75,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DHdlkbBC_wq/,"A @emilywoodmakeup se le da bien hacer lo que le da la p* gana 🔥 y es que los The No-Rules Powder están para eso 🫵 

📍 Disponible en Primor, Arenal, El Corte Inglés, Amazon y 3INA.COM (link en Bio)

#3INA #3INASpain #3INANoRules #makeup #maquillaje",248,358,19,2025-03-21T13:00:00.000Z,Friday,13,False,False,reel,5,1,2,False,False,318000,1377,0.0012,0.0531,neutro,0,0.1111,otro,52.58,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DHbHldMioHE/,"Nos habíais preguntado por las diferencias entre ambos bronceadores y aquí las tenéis 💗🫶🏻🔥 

¿Cuál elegirías tú? ¿658 o 688? 🤎

@cireniaglezzr 

📍 Disponible en Primor, Arenal, El Corte Inglés, Amazon y 3INA.COM (link en Bio)

#3INA #3INASpain #3INANORules #bronceadores #bronzer #makeup #maquillaje",299,488,17,2025-03-20T14:00:00.000Z,Thursday,14,False,False,reel,7,1,4,True,False,318000,1377,0.0016,0.0348,neutro,0,0.1628,otro,48.64,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DHWgaWpOC9v/,"Los No-Rules son para hacer lo que te dé la p* gana 🔥 

Los nuevos The No-Rules Powder están disponibles en 14 tonos, ¿cuál es tu fav? 🫶🏻

#3INA #3INASpain #3INANo-Rules",169,301,47,2025-03-18T19:00:00.000Z,Tuesday,19,False,False,reel,3,0,2,True,False,318000,1377,0.0011,0.1561,neutro,0,0.0968,promoción,81.26,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DHV3zIoODUu/,"Un producto como el The No-Rules Powder se merecía una entrega a su altura 🤭🫶🏻🔥

Lo que no esperaban @grtamara @lalachus3 @anitamg  y @berryuca es que fuera TAN TOP 🫰

#3INA #3INASpain #3INANoRules",197,337,32,2025-03-18T13:07:51.000Z,Tuesday,13,False,False,reel,3,4,2,False,False,318000,1377,0.0012,0.095,positivo,0,0.0909,otro,30.73,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DHRWvGfuxKj/,"¿Te has preguntado alguna vez cómo se fabrican nuestros productos? 🤭 Así se han hecho los nuevos The No-Rules Powder 🔥

#3INA #3INASpain #3INANo-Rules #makeup #maquillaje",170,757,48,2025-03-16T19:25:00.000Z,Sunday,19,False,False,reel,5,0,1,True,False,318000,1377,0.0025,0.0634,neutro,0,0.1923,promoción,36.03,0,0
3inaspain,https://www.instagram.com/3inaspain/reel/DHLjLrItvgx/,"Para cuando te apetezca lucir vivx 😚 The No-Rules Powder ♥️ 3 en 1, apto para ojos, mejillas y labios. O lo que te apetezca 🥸
Haz lo que te dé la  p*** gana 
@3inaspain 

#colaboración",184,0,736,2025-03-14T13:54:32.000Z,Friday,13,False,False,reel,1,1,1,False,False,318000,1377,0.0023,0.0,neutro,0,0.0278,otro,67.03,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DJUCxc2CWNC/,"Lleva tus minis al siguiente nivel con nuestros Mini Kits 💗 Listos para un road trip improvisado 🔥

#3INA #3INASpain #3INAMini #makeup #maquillaje",146,368,20,2025-05-06T13:06:17.000Z,Tuesday,13,False,False,carrusel,5,0,2,False,False,318000,1377,0.0012,0.0543,neutro,0,0.2174,otro,16.32,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DJElWxkC2vr/,"Si tú mami aprueba esto, es que merece la pena 💅🏽

¿Cuál es su favorito de 3INA? Ahora -20% en una selección especial con el código MYMUM20 en 3INA.COM 💗

#3INA #3INASpain #mothersday #diadelamadre #idearegalo",209,187,8,2025-04-30T13:00:00.000Z,Wednesday,13,False,False,foto,5,0,3,True,False,318000,1377,0.0006,0.0428,neutro,0,0.1429,otro,41.85,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DIyp9kxi12e/,🤫,1,515,83,2025-04-23T13:54:33.000Z,Wednesday,13,False,False,carrusel,0,0,0,False,False,318000,1377,0.0019,0.1612,neutro,0,0.0,otro,0.0,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DIMGA3MChaU/,"✨254✨ Una de nosotras lo compró. Ahora todas lo tenemos. El tono que incendió el chat de grupo 💗

#3INA #3INASpain #3INA254 #makeup #maquillaje",143,341,85,2025-04-08T14:29:17.000Z,Tuesday,14,False,False,foto,5,0,1,False,False,318000,1377,0.0013,0.2493,neutro,0,0.2083,otro,55.6,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DIJZBFyij0F/,"Es oficial: el 254 es todo un culto ✨

Mientras todos (y no nos excluimos) caíamos rendidos ante la magia del nude rosado 503… El 254 ha estado reclutando nuevos devotos en secreto 🔥

Se está convirtiendo en un fenómeno. Un labial que va de boca en boca, literal 👄

#3INA #3INASpain #3INA254 #makeup #maquillaje",311,434,144,2025-04-07T13:17:37.000Z,Monday,13,False,False,carrusel,5,0,2,False,False,318000,1377,0.0018,0.3318,neutro,0,0.0909,promoción,32.4,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DIHUobwierN/,"¡NUEVA! 🔥 The Every Single Day Mascara Mini 🤏🥹 Tu máscara de todos los días, ahora más petite 🤭

✅Efecto panorámico: Pestañas definidas y separadas
✅Riza y eleva: Curva y levanta cada pestaña al instante
✅Alarga: Pestañas que parecen naturalmente más largas

Puede que tengas muchas máscaras de pestañas, pero solo una que uses every-single-day ❤️

#3INA #3INASpain #3INAMini #minis #mascara #",393,311,18,2025-04-06T18:00:00.000Z,Sunday,18,False,False,foto,5,0,1,False,False,318000,1377,0.001,0.0579,neutro,1,0.0806,otro,-9.83,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DIBi89cC3YK/,"Sale un rayo de sol y automáticamente pensamos en empezar a hacer nuestras maletas para viajes y espaciadas 🤭 ¿Qué Mini te gustaría que uniéramos a la familia? 🔥

#3INA #3INASpain #minis #makeup #maquillaje",206,397,95,2025-04-04T12:10:00.000Z,Friday,12,False,False,foto,5,0,1,True,False,318000,1377,0.0015,0.2393,neutro,0,0.1471,otro,37.26,0,1
3inaspain,https://www.instagram.com/3inaspain/p/DH8fIqMiRyf/,"¿Preparadxs para recuperar esa sensación veraniega?  ✨👉☀️ 

Con The Tan Easy, tu bronceado perfecto está siempre a tu alcanceEstá aquí y usarlo es taaaaaaan easy 💅 ¡AH! y no olvides nunca tu SPF ❤️‍🔥

#3INA #3INASpain  #3INATheTanEasy #gotasbronceadoras",253,254,18,2025-04-02T13:00:00.000Z,Wednesday,13,False,False,carrusel,4,0,3,True,False,318000,1377,0.0009,0.0709,positivo,1,0.1053,otro,35.46,1,0
3inaspain,https://www.instagram.com/3inaspain/p/DH3YUeFitE_/,"Está aquí, y usarlo es taaaaaaaan easy 🤭

¡NUEVO! Construye un bronceado fácil con The Tan Easy Self-Tan Face Drops: gotas que realzan el tono natural de tu piel ☀️

❤️‍MEDIO CUENTAGOTAS para un toque sutil y bronceado
❤️‍ CUENTAGOTAS COMPLETO para un bronceado radiante

#3INA #3INASpain  #3INATheTanEasy #gotasbronceadoras",324,441,45,2025-03-31T13:25:12.000Z,Monday,13,False,False,carrusel,4,0,0,False,False,318000,1377,0.0015,0.102,positivo,1,0.0816,promoción,21.65,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DH1S-lyCLwB/,"Nuestro nuevo lanzamiento está aquí delante, es TAAAAAN easy verlo... ¿lo ves? 🫢

#3INA #3INASpain  #3INATheTanEasy",115,628,47,2025-03-30T18:00:00.000Z,Sunday,18,False,False,foto,3,0,0,True,False,318000,1377,0.0021,0.0748,positivo,0,0.1875,promoción,30.02,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DHqkZI2CMhU/,"¿La ilusión que nos hace ver a The No-Rules Family crecer? 🥹💗🫶🏻

Si solo pudieras quedarte con uno… ¿Cream, stick o powder? 🔥

📍 Disponible en Primor, Arenal, El Corte Inglés, Amazon y 3INA.COM (link en Bio)

#3INA #3INASpain #3INANoRules #makeup #maquillaje",258,391,17,2025-03-26T14:00:00.000Z,Wednesday,14,False,False,carrusel,5,0,4,True,False,318000,1377,0.0013,0.0435,neutro,0,0.119,otro,64.62,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DHlayuPCaUp/,"¿Cream, stick o powder? 🔥 

Queremos saber cuál es vuestra fórmula No-Rules favorita 🫶🏻

🌸The No-Rules Cream: crema de color líquida
💗The No-Rules Stick: barra multitasker 
💕The No-Rules Powder: polvo compacto de color

📍 Disponible en Primor, Arenal, El Corte Inglés, Amazon y 3INA.COM (link en Bio)

#3INA #3INASpain #3INANoRules #makeup #maquillaje",351,460,31,2025-03-24T14:00:00.000Z,Monday,14,False,False,carrusel,5,0,6,True,False,318000,1377,0.0015,0.0674,neutro,0,0.0962,otro,46.95,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DHYix0Pi0Bc/,"Anita tiene su tono fav, ¿cuál es el tuyo? 🔥

🎨 13 tonos con acabados mate y brillo, incluyendo 2 tonos bronceadores
✨ 1 highlighter para un buen glow 

📍 Disponibles en Primor, Arenal, El Corte Inglés, Amazon y 3INA.COM (link en Bio)

#3INA #3INASpain #3INANoRules #makeup #maquillaje",285,298,18,2025-03-19T14:01:30.000Z,Wednesday,14,False,False,foto,5,0,3,True,False,318000,1377,0.001,0.0604,neutro,0,0.1042,otro,59.28,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DHTdjVVCqqV/,"The No-Rules Powder Highlighter ✨

Un polvo iluminador 3 en 1 de alta pigmentación para ojos, mejillas y labios 💗

Una vez lo pruebas, te enamoras 🤭🫶🏻🔥

#3INA #3INASpain #3INANoRules #makeup #highlighter",203,361,14,2025-03-17T14:38:15.000Z,Monday,14,False,False,carrusel,5,0,3,False,False,318000,1377,0.0012,0.0388,neutro,0,0.1562,otro,34.46,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DHJPJzRC7I1/,"Haz lo que te dé la p* gana 🔥 el lema de nuestro eventazo de ayer y el de nuestro makeup cada día ✨

La primera edición de The No-Rules Awards bien acompañada por el nuevo The No-Rules Powder ha sido BRUTAL 💗 

¡Gracias, gracias y gracias! 🫰

#3INA #3INASpain #3INANoRules #TheNoRulesAwards",290,647,53,2025-03-13T15:20:02.000Z,Thursday,15,False,False,carrusel,4,0,2,False,False,318000,1377,0.0022,0.0819,negativo,1,0.0769,promoción,48.53,1,0
3inaspain,https://www.instagram.com/3inaspain/p/DHBejLMi-EC/,"Volvemos a cambiar las reglas del juego 💖

NUEVO The No-Rules Powder.Úsalo como colorete, sombra de ojos o incluso en los labios: tu makeup, tus reglas 🤝

PD: el 503 ya sabéis que nos encanta pero no podíamos lanzar este productazo en un solo tono 🤭

📍Ya disponible en Primor, Arenal, El Corte Inglés, Amazon y 3INA.COM (link en bio)

#3INA #3INASpain #3INANoRules",364,739,46,2025-03-10T15:00:00.000Z,Monday,15,False,False,carrusel,3,0,2,False,False,318000,1377,0.0025,0.0622,neutro,0,0.0476,promoción,52.59,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DG00UZXCxNm/,"¡INNOVACIÓN! 🔥 The No-Rules Powder 503 💗 ¿Hay una forma mejor de celebrar el 5/03 que con este lanzamiento? Lo dudamos 🤭

Nuestra innovadora fórmula es un colorete que a la vez puede ser sombra de ojos y potenciador de labios ✨

🔥 Haz lo que te dé la p* gana 🔥

#3INA #3INASpain #3INANoRules #norules #innovacion #polvocompacto #makeup #maquillaje",347,819,49,2025-03-05T17:00:00.000Z,Wednesday,17,False,False,carrusel,8,0,4,True,False,318000,1377,0.0027,0.0598,neutro,1,0.1333,otro,38.43,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DGlMqj0CAc8/,"El 503 es para todo el mundo y hoy estamos aquí para demostrarlo 🔥

🤭 Si no podéis venir os esperamos en directo en la otra red social ✨

#3INA #3INASpain ##3INA503",164,787,62,2025-02-27T15:25:38.000Z,Thursday,15,False,False,carrusel,3,0,1,False,False,318000,1377,0.0027,0.0788,neutro,0,0.0938,otro,40.29,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DGd6WbSih-N/,"Esto no era todo por hoy. Hemos tomado el espíritu del 503 y lo hemos convertido en algo más que makeup 🤩

Clásica, cómoda y confeccionada en nuestro característico nude rosado, la gorra For Everyone 503 Cap es LO MÁS 💫 

Llévala como recordatorio de que la belleza no es bonita si no es inclusiva  💞

📍Disponible solamente en 3INA.COM

#3INA #3INASpain #3INA503 #makeup #maquillaje #gorra #cap",394,431,35,2025-02-24T18:30:00.000Z,Monday,18,False,False,carrusel,7,0,3,False,False,318000,1377,0.0015,0.0812,neutro,0,0.1045,otro,38.45,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DGdnbymCRhZ/,"¡NUEVO! El dúo de labios nude rosado que TODOS estábamos esperando 🤩

Seas quien seas, el 503 está hecho para ti 🤝 Este tono no va de encajar, sino de sentirte bien en tu piel. Nude, real, universal 💞

The Automatic Lip Pencil 503 + The Lipstick 503 👄

📍Disponible en Primor, Arenal, El Corte Inglés, Amazon y 3INA.COM

#3INA #3INASpain #3INA503 #makeup #maquillaje #lipcombo",375,1681,83,2025-02-24T16:45:00.000Z,Monday,16,False,False,carrusel,6,0,3,False,False,318000,1377,0.0055,0.0494,neutro,1,0.0923,promoción,45.54,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DGbSIKxOrug/,"Hay una verdad entre ellos, pero no viene sola. 

#comingsoon #3INA #3INASpain #3INA503 #makeup #maquillaje",107,1603,99,2025-02-23T19:00:00.000Z,Sunday,19,False,False,carrusel,6,0,0,False,False,318000,1377,0.0054,0.0618,neutro,0,0.4,otro,24.38,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DGNqMZkCTHu/,"¿Cuál es tu producto de ojos favorito? 🔥 

Sea cual sea, ahora todos al 20% de descuento con el código LASH20 💗 

Nosotrxs estamos obsesionadxs con las The Color Mascara ✨🫶🏻🥹

📍 Promo disponible en 3INA.COM (link en Bio)

#3INA #3INASpain #lashday #mascaradepestañas #makeup #maquillaje",286,228,6,2025-02-18T12:01:53.000Z,Tuesday,12,False,False,carrusel,6,0,4,True,False,318000,1377,0.0007,0.0263,neutro,0,0.1333,promoción,40.27,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DGJQhJ5ire9/,"¿385, 254 o 503? 💗 Hay preguntas difíciles y luego está esta 🥹

Si nos preguntas… te diríamos que depende del plan y de nuestro mood 🤭 

The Color Lip Glow + The Automatic Lip Pencil = PERFECT MATCH 💕

📍 Disponible en Primor, Arenal, El Corte Inglés, Amazon y 3INA.COM (link en Bio)

#3INA #3INASpain #3INALabioteca #labioteca #lips #labiales #new #makeup #maquillaje",367,551,31,2025-02-16T19:00:00.000Z,Sunday,19,False,False,foto,9,0,3,True,False,318000,1377,0.0018,0.0563,positivo,0,0.1429,otro,50.41,0,0
3inaspain,https://www.instagram.com/3inaspain/p/DF7unItC3MM/,"¡Quedan 5 días para participar en los The No-Rules Awards! 🔥 Y os recordamos que podéis participar con vídeos del pasado 💗

¿Te animas a ganar tu primer premio en una gala? 🥹 En el link de la Bio tenéis toda la información ✨

Bases legales: https://es.3ina.com/pages/bases-legales-sorteo-3ina-spain
 
¡A ROMPER LAS REGLAS!🌈
 
#3INA #3INASpain #TheNoRulesAwards #NoRules #Awards #makeup #maquillaje",397,283,21,2025-02-11T12:54:09.000Z,Tuesday,12,False,False,carrusel,7,0,3,True,False,318000,1377,0.001,0.0742,neutro,2,0.1207,otro,40.77,0,0
